"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"MARCELO CASTRO";"CASTRO";"marcelo castro";"marcelo castro";"MARCELO CASTRO";"PMDB";"PI";1311;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189714"
"MARCELO GUIMARÃES FILHO";"GUIMARÃES FILHO";"marcelo guimarães filho";"marcelo guimaraes filho";"MARCELO GUIMARAES FILHO";"PMDB";"BA";1601;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189715"
"MARCELO ITAGIBA";"ITAGIBA";"marcelo itagiba";"marcelo itagiba";"MARCELO ITAGIBA";"PSDB";"RJ";1883;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189716"
"MARCELO MATOS";"MATOS";"marcelo matos";"marcelo matos";"MARCELO MATOS";"PDT";"RJ";2274;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189717"
"MARCELO MELO";"MELO";"marcelo melo";"marcelo melo";"MARCELO MELO";"PMDB";"GO";1884;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189718"
"MARCELO ORTIZ";"ORTIZ";"marcelo ortiz";"marcelo ortiz";"MARCELO ORTIZ";"PV";"SP";1602;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189719"
"MARCELO SERAFIM";"SERAFIM";"marcelo serafim";"marcelo serafim";"MARCELO SERAFIM";"PSB";"AM";1885;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189720"
"MARCELO TEIXEIRA";"TEIXEIRA";"marcelo teixeira";"marcelo teixeira";"MARCELO TEIXEIRA";"PR";"CE";969;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189721"
"MARCIO BITTAR";"BITTAR";"marcio bittar";"marcio bittar";"MARCIO BITTAR";"PSDB";"AC";1293;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189722"
"MÁRCIO FRANÇA";"FRANÇA";"márcio frança";"marcio franca";"MARCIO FRANCA";"PSB";"SP";1886;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189723"
"MARCIO JUNQUEIRA";"JUNQUEIRA";"marcio junqueira";"marcio junqueira";"MARCIO JUNQUEIRA";"DEM";"RR";1887;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189724"
"MÁRCIO MACÊDO";"MACÊDO";"márcio macêdo";"marcio macedo";"MARCIO MACEDO";"PT";"SE";2310;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189725"
"MÁRCIO MARINHO";"MARINHO";"márcio marinho";"marcio marinho";"MARCIO MARINHO";"PRB";"BA";1987;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189726"
"MARCIO PASSOS";"PASSOS";"marcio passos";"marcio passos";"MARCIO PASSOS";"PR";"MG";2024;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189727"
"MÁRCIO REINALDO MOREIRA";"REINALDO MOREIRA";"márcio reinaldo moreira";"marcio reinaldo moreira";"MARCIO REINALDO MOREIRA";"PP";"MG";1112;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189728"
"MARCO MAIA";"MAIA";"marco maia";"marco maia";"MARCO MAIA";"PT";"RS";1742;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189729"
"MARCO TEBALDI";"TEBALDI";"marco tebaldi";"marco tebaldi";"MARCO TEBALDI";"PSDB";"SC";2245;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189730"
"MARCON";;"marcon";"marcon";"MARCON";"PT";"RS";2241;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189731"
"MARCONDES GADELHA";"GADELHA";"marcondes gadelha";"marcondes gadelha";"MARCONDES GADELHA";"PSC";"PB";1321;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189732"
"MARCOS ANTONIO";"ANTONIO";"marcos antonio";"marcos antonio";"MARCOS ANTONIO";"PRB";"PE";1888;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189733"
"MARCOS LIMA";"LIMA";"marcos lima";"marcos lima";"MARCOS LIMA";"PMDB";"MG";260;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189734"
"MARCOS MEDRADO";"MEDRADO";"marcos medrado";"marcos medrado";"MARCOS MEDRADO";"PDT";"BA";683;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189735"
"MARCOS MONTES";"MONTES";"marcos montes";"marcos montes";"MARCOS MONTES";"PSD";"MG";1889;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189736"
"MARCOS ROGÉRIO";"ROGÉRIO";"marcos rogério";"marcos rogerio";"MARCOS ROGERIO";"PDT";"RO";2473;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189737"
"MARCUS PESTANA";"PESTANA";"marcus pestana";"marcus pestana";"MARCUS PESTANA";"PSDB";"MG";2390;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189738"
"MARIA DO CARMO LARA";"CARMO LARA";"maria do carmo lara";"maria do carmo lara";"MARIA DO CARMO LARA";"PT";"MG";1356;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189739"
"MARIA DO ROSÁRIO";"ROSÁRIO";"maria do rosário";"maria do rosario";"MARIA DO ROSARIO";"PT";"RS";1605;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189740"
"MARIA HELENA";"HELENA";"maria helena";"maria helena";"MARIA HELENA";"PSB";"RR";1607;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189741"
"MARIA LÚCIA CARDOSO";"CARDOSO";"maria lúcia cardoso";"maria lucia cardoso";"MARIA LUCIA CARDOSO";"PMDB";"MG";1357;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189742"
"MARINA MAGGESSI";"MAGGESSI";"marina maggessi";"marina maggessi";"MARINA MAGGESSI";"PPS";"RJ";1890;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189743"
"MARINA SANTANNA";"SANTANNA";"marina santanna";"marina santanna";"MARINA SANTANNA";"PT";"GO";2432;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189744"
"MARINHA RAUPP";"RAUPP";"marinha raupp";"marinha raupp";"MARINHA RAUPP";"PMDB";"RO";1119;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189745"
"MÁRIO DE OLIVEIRA";"OLIVEIRA";"mário de oliveira";"mario de oliveira";"MARIO DE OLIVEIRA";"PSC";"MG";303;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189746"
"MÁRIO FEITOZA";"FEITOZA";"mário feitoza";"mario feitoza";"MARIO FEITOZA";"PMDB";"CE";2478;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189747"
"MÁRIO HERINGER";"HERINGER";"mário heringer";"mario heringer";"MARIO HERINGER";"PDT";"MG";1609;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189748"
"MÁRIO NEGROMONTE";"NEGROMONTE";"mário negromonte";"mario negromonte";"MARIO NEGROMONTE";"PP";"BA";1126;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189749"
"MARLLOS SAMPAIO";"SAMPAIO";"marllos sampaio";"marllos sampaio";"MARLLOS SAMPAIO";"PMDB";"PI";2325;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189750"
"MATTEO CHIARELLI";"CHIARELLI";"matteo chiarelli";"matteo chiarelli";"MATTEO CHIARELLI";"DEM";"RS";1981;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189751"
"MAURÍCIO DZIEDRICKI";"DZIEDRICKI";"maurício dziedricki";"mauricio dziedricki";"MAURICIO DZIEDRICKI";"PTB";"RS";2425;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189752"
"MAURÍCIO QUINTELLA LESSA";"QUINTELLA LESSA";"maurício quintella lessa";"mauricio quintella lessa";"MAURICIO QUINTELLA LESSA";"PR";"AL";1610;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189753"
"MAURÍCIO RANDS";"RANDS";"maurício rands";"mauricio rands";"MAURICIO RANDS";"PT";"PE";1612;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189754"
"MAURÍCIO TRINDADE";"TRINDADE";"maurício trindade";"mauricio trindade";"MAURICIO TRINDADE";"PR";"BA";1891;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189755"
"MAURO BENEVIDES";"BENEVIDES";"mauro benevides";"mauro benevides";"MAURO BENEVIDES";"PMDB";"CE";1488;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189756"
"MAURO LOPES";"LOPES";"mauro lopes";"mauro lopes";"MAURO LOPES";"PMDB";"MG";1125;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189757"
"MAURO MARIANI";"MARIANI";"mauro mariani";"mauro mariani";"MAURO MARIANI";"PMDB";"SC";1892;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189758"
"MAURO NAZIF";"NAZIF";"mauro nazif";"mauro nazif";"MAURO NAZIF";"PSB";"RO";1893;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189759"
"MAX ROSENMANN";"ROSENMANN";"max rosenmann";"max rosenmann";"MAX ROSENMANN";"PMDB";"PR";394;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189760"
"MENDES RIBEIRO FILHO";"RIBEIRO FILHO";"mendes ribeiro filho";"mendes ribeiro filho";"MENDES RIBEIRO FILHO";"PMDB";"RS";1066;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189761"
"MENDONÇA FILHO";"FILHO";"mendonça filho";"mendonca filho";"MENDONCA FILHO";"DEM";"PE";1087;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189762"
"MENDONÇA PRADO";"PRADO";"mendonça prado";"mendonca prado";"MENDONCA PRADO";"DEM";"SE";1615;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189763"
"MICHEL TEMER";"TEMER";"michel temer";"michel temer";"MICHEL TEMER";"PMDB";"SP";454;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189764"
"MIGUEL CORRÊA";"CORRÊA";"miguel corrêa";"miguel correa";"MIGUEL CORREA";"PT";"MG";1894;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189765"
"MIGUEL MARTINI";"MARTINI";"miguel martini";"miguel martini";"MIGUEL MARTINI";"PHS";"MG";1895;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189766"
"MILTON BARBOSA";"BARBOSA";"milton barbosa";"milton barbosa";"MILTON BARBOSA";"PSC";"BA";167;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189767"
"MILTON MONTI";"MONTI";"milton monti";"milton monti";"MILTON MONTI";"PR";"SP";1405;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189768"
"MILTON VIEIRA";"VIEIRA";"milton vieira";"milton vieira";"MILTON VIEIRA";"DEM";"SP";2004;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189769"
"MIRIQUINHO BATISTA";"BATISTA";"miriquinho batista";"miriquinho batista";"MIRIQUINHO BATISTA";"PT";"PA";2360;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189770"
"MIRO TEIXEIRA";"TEIXEIRA";"miro teixeira";"miro teixeira";"MIRO TEIXEIRA";"PDT";"RJ";230;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189771"
"MISSIONÁRIO JOSÉ OLIMPIO";"JOSÉ OLIMPIO";"missionário josé olimpio";"missionario jose olimpio";"MISSIONARIO JOSE OLIMPIO";"PP";"SP";2388;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189772"
"MOACIR MICHELETTO";"MICHELETTO";"moacir micheletto";"moacir micheletto";"MOACIR MICHELETTO";"PMDB";"PR";900;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189773"
"MOISES AVELINO";"AVELINO";"moises avelino";"moises avelino";"MOISES AVELINO";"PMDB";"TO";508;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189774"
"MOREIRA MENDES";"MENDES";"moreira mendes";"moreira mendes";"MOREIRA MENDES";"PSD";"RO";1896;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189775"
"MUSSA DEMES";"DEMES";"mussa demes";"mussa demes";"MUSSA DEMES";"DEM";"PI";81;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189776"
"NARCIO RODRIGUES";"RODRIGUES";"narcio rodrigues";"narcio rodrigues";"NARCIO RODRIGUES";"PSDB";"MG";1224;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189777"
"NATAN DONADON";"DONADON";"natan donadon";"natan donadon";"NATAN DONADON";"PMDB";"RO";1740;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189778"
"NAZARENO FONTELES";"FONTELES";"nazareno fonteles";"nazareno fonteles";"NAZARENO FONTELES";"PT";"PI";1729;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189779"
"NEILTON MULIM";"MULIM";"neilton mulim";"neilton mulim";"NEILTON MULIM";"PR";"RJ";1897;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189780"
"NÉLIO DIAS";"DIAS";"nélio dias";"nelio dias";"NELIO DIAS";"PP";"RN";1619;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189781"
"NELSON BORNIER";"BORNIER";"nelson bornier";"nelson bornier";"NELSON BORNIER";"PMDB";"RJ";739;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189782"
"NELSON GOETTEN";"GOETTEN";"nelson goetten";"nelson goetten";"NELSON GOETTEN";"PR";"SC";1898;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189783"
"NELSON MARCHEZAN JUNIOR";"MARCHEZAN JUNIOR";"nelson marchezan junior";"nelson marchezan junior";"NELSON MARCHEZAN JUNIOR";"PSDB";"RS";2409;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189784"
"NELSON MARQUEZELLI";"MARQUEZELLI";"nelson marquezelli";"nelson marquezelli";"NELSON MARQUEZELLI";"PTB";"SP";773;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189785"
"NELSON MEURER";"MEURER";"nelson meurer";"nelson meurer";"NELSON MEURER";"PP";"PR";1133;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189786"
"NELSON PADOVANI";"PADOVANI";"nelson padovani";"nelson padovani";"NELSON PADOVANI";"PSC";"PR";2327;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189787"
"NELSON PELLEGRINO";"PELLEGRINO";"nelson pellegrino";"nelson pellegrino";"NELSON PELLEGRINO";"PT";"BA";1344;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189788"
"NELSON PROENÇA";"PROENÇA";"nelson proença";"nelson proenca";"NELSON PROENCA";"PPS";"RS";856;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189789"
"NELSON TRAD";"TRAD";"nelson trad";"nelson trad";"NELSON TRAD";"PMDB";"MS";808;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189790"
"NERI GELLER";"GELLER";"neri geller";"neri geller";"NERI GELLER";"PP";"MT";1977;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189791"
"NEUCIMAR FRAGA";"FRAGA";"neucimar fraga";"neucimar fraga";"NEUCIMAR FRAGA";"PR";"ES";1621;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189792"
"NEUDO CAMPOS";"CAMPOS";"neudo campos";"neudo campos";"NEUDO CAMPOS";"PP";"RR";1899;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189793"
"NEWTON CARDOSO";"CARDOSO";"newton cardoso";"newton cardoso";"NEWTON CARDOSO";"PMDB";"MG";1135;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189794"
"NEWTON LIMA";"LIMA";"newton lima";"newton lima";"NEWTON LIMA";"PT";"SP";2268;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189795"
"NICE LOBÃO";"LOBÃO";"nice lobão";"nice lobao";"NICE LOBAO";"PSD";"MA";1301;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189796"
"NILDA GONDIM";"GONDIM";"nilda gondim";"nilda gondim";"NILDA GONDIM";"PMDB";"PB";2308;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189797"
"NILMAR RUIZ";"RUIZ";"nilmar ruiz";"nilmar ruiz";"NILMAR RUIZ";"PR";"TO";1494;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189798"
"NILSON LEITÃO";"LEITÃO";"nilson leitão";"nilson leitao";"NILSON LEITAO";"PSDB";"MT";2438;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189799"
"NILSON MOURÃO";"MOURÃO";"nilson mourão";"nilson mourao";"NILSON MOURAO";"PT";"AC";1295;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189800"
"NILSON PINTO";"PINTO";"nilson pinto";"nilson pinto";"NILSON PINTO";"PSDB";"PA";1282;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189801"
"NILTON CAPIXABA";"CAPIXABA";"nilton capixaba";"nilton capixaba";"NILTON CAPIXABA";"PTB";"RO";1289;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189802"
"ODAIR CUNHA";"CUNHA";"odair cunha";"odair cunha";"ODAIR CUNHA";"PT";"MG";1625;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189803"
"ODÍLIO BALBINOTTI";"BALBINOTTI";"odílio balbinotti";"odilio balbinotti";"ODILIO BALBINOTTI";"PMDB";"PR";1138;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189804"
"OLAVO CALHEIROS";"CALHEIROS";"olavo calheiros";"olavo calheiros";"OLAVO CALHEIROS";"PMDB";"AL";660;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189805"
"ONOFRE SANTO AGOSTINI";"SANTO AGOSTINI";"onofre santo agostini";"onofre santo agostini";"ONOFRE SANTO AGOSTINI";"PSD";"SC";2334;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189806"
"ONYX LORENZONI";"LORENZONI";"onyx lorenzoni";"onyx lorenzoni";"ONYX LORENZONI";"DEM";"RS";1627;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189807"
"OSMAR JÚNIOR";"JÚNIOR";"osmar júnior";"osmar junior";"OSMAR JUNIOR";"PCdoB";"PI";1900;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189808"
"OSMAR SERRAGLIO";"SERRAGLIO";"osmar serraglio";"osmar serraglio";"OSMAR SERRAGLIO";"PMDB";"PR";1439;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189809"
"OSMAR TERRA";"TERRA";"osmar terra";"osmar terra";"OSMAR TERRA";"PMDB";"RS";1514;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189810"
"OSÓRIO ADRIANO";"ADRIANO";"osório adriano";"osorio adriano";"OSORIO ADRIANO";"DEM";"DF";791;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189811"
"OSVALDO BIOLCHI";"BIOLCHI";"osvaldo biolchi";"osvaldo biolchi";"OSVALDO BIOLCHI";"PMDB";"RS";1142;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189812"
"OSVALDO REIS";"REIS";"osvaldo reis";"osvaldo reis";"OSVALDO REIS";"PMDB";"TO";603;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189813"
"OTAVIO LEITE";"LEITE";"otavio leite";"otavio leite";"OTAVIO LEITE";"PSDB";"RJ";1901;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189814"
"OTONIEL LIMA";"LIMA";"otoniel lima";"otoniel lima";"OTONIEL LIMA";"PRB";"SP";2330;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189815"
"OZIEL OLIVEIRA";"OLIVEIRA";"oziel oliveira";"oziel oliveira";"OZIEL OLIVEIRA";"PDT";"BA";2262;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189816"
"PADRE JOÃO";"JOÃO";"padre joão";"padre joao";"PADRE JOAO";"PT";"MG";2305;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189817"
"PADRE TON";"TON";"padre ton";"padre ton";"PADRE TON";"PT";"RO";2372;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189818"
"PAES DE LIRA";"LIRA";"paes de lira";"paes de lira";"PAES DE LIRA";"PTC";"SP";2005;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189819"
"PAES LANDIM";"LANDIM";"paes landim";"paes landim";"PAES LANDIM";"PTB";"PI";80;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189820"
"PASTOR EURICO";"EURICO";"pastor eurico";"pastor eurico";"PASTOR EURICO";"PSB";"PE";2264;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189821"
"PASTOR FRANKEMBERGEN";"FRANKEMBERGEN";"pastor frankembergen";"pastor frankembergen";"PASTOR FRANKEMBERGEN";"PTB";"RR";1633;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189822"
"PASTOR MANOEL FERREIRA";"FERREIRA";"pastor manoel ferreira";"pastor manoel ferreira";"PASTOR MANOEL FERREIRA";"PR";"RJ";1902;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189823"
"PASTOR MARCO FELICIANO";"FELICIANO";"pastor marco feliciano";"pastor marco feliciano";"PASTOR MARCO FELICIANO";"PSC";"SP";2248;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189824"
"PASTOR PEDRO RIBEIRO";"RIBEIRO";"pastor pedro ribeiro";"pastor pedro ribeiro";"PASTOR PEDRO RIBEIRO";"PR";"CE";1635;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189825"
"PAUDERNEY AVELINO";"AVELINO";"pauderney avelino";"pauderney avelino";"PAUDERNEY AVELINO";"DEM";"AM";586;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189826"
"PAULO ABI-ACKEL";"ABI-ACKEL";"paulo abi-ackel";"paulo abi-ackel";"PAULO ABI-ACKEL";"PSDB";"MG";1904;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189827"
"PAULO BAUER";"BAUER";"paulo bauer";"paulo bauer";"PAULO BAUER";"PSDB";"SC";844;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189828"
"PAULO BORNHAUSEN";"BORNHAUSEN";"paulo bornhausen";"paulo bornhausen";"PAULO BORNHAUSEN";"PSD";"SC";1146;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189829"
"PAULO CESAR QUARTIERO";"QUARTIERO";"paulo cesar quartiero";"paulo cesar quartiero";"PAULO CESAR QUARTIERO";"DEM";"RR";2359;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189830"
"PAULO DELGADO";"DELGADO";"paulo delgado";"paulo delgado";"PAULO DELGADO";"PT";"MG";273;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189831"
